Item ID,Rev Level,Item Name
MLED-275-S35-2722,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,350mA,16W STD CRI-2700-2200K"
MLED-275-S35-3022,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,350mA,16W STD CRI-3000-2200K"
MLED-275-S35-3522,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,350mA,16W STD CRI-3500-2200K"
MLED-275-S70-2722,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,700mA,32W STD CRI-2700-2200K"
MLED-275-S70-3022,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,700mA,32W STD CRI-3000-2200K"
MLED-275-S70-3522,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V, 700mA, 32W STD CRI-3500-2200K"
MLED-276-H35-2722,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 350mA,16W HI CRI-2700-2200K"
MLED-276-H35-3022,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 350mA,16W HI CRI-3000-2200K"
MLED-276-H70-2722,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 700mA,32W HI CRI-2700-2200K"
MLED-276-H70-3022,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 700mA,32W HI CRI-3000-2200K"
MLED-276-S35-2722,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 350mA,16W STD CRI-2700-2200K"
MLED-276-S35-3022,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 350mA,16W STD CRI-3000-2200K"
MLED-276-S35-3522,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 350mA,16W STD CRI-3500-2200K"
MLED-276-S70-2722,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 700mA,32W STD CRI-2700-2200K"
MLED-276-S70-3022,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 700mA,32W STD CRI-3000-2200K"
MLED-276-S70-3522,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V,WIDE ARRAY 700mA, 32W STD CRI-3500-2200K"
MLED-280-H00-2722,B,LIGHT ENGINE- (12/6) XBH MINI WARM GLOW 18-20V 90+CRI-2722K
MLED-280-H00-3022,B,LIGHT ENGINE- (12/6) XBH MINI WARM GLOW 18-20V 90+CRI-3022K
MLED-281-H00-2722,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH HI CRI- 2700-2200K"
MLED-281-H00-3022,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH HI CRI- 3000-2200K"
MLED-281-S00-2722,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH STD CRI- 2700-2200K"
MLED-281-S00-3022,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH STD CRI- 3000-2200K"
MLED-281-S00-3522,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH STD CRI- 3500-2200K"
MLED-282-C00-A2,B,LIGHT ENGINE (32) XPE-2 BEVELED 5.0 COLORS-AMBER
MLED-284-H00-27,C,LIGHT ENGINE- (2) MHB 2X 9V MICRO 90+HI CRI-2700K
MLED-284-H00-30,C,LIGHT ENGINE- (2) MHB 2X 9V MICRO 90+HI CRI-3000K
MLED-284-H00-35,C,LIGHT ENGINE- (2) MHB 2X 9V MICRO 90+HI CRI-3500K
MLED-284-H00-40,C,LIGHT ENGINE- (2) MHB 2X 9V MICRO 90+HI CRI-4000K
MLED-284-S00-27,C,LIGHT ENGINE- (2) MHB 2X 9V MICRO 80+STD CRI-2700K
MLED-284-S00-30,C,LIGHT ENGINE- (2) MHB 2X 9V MICRO 80+STD CRI-3000K
MLED-284-S00-35,C,LIGHT ENGINE- (2) MHB 2X 9V MICRO 80+STD CRI-3500K
MLED-284-S00-40,C,LIGHT ENGINE- (2) MHB 2X 9V MICRO 80+STD CRI-4000K
MLED-293-H00-27,B,"LIGHT ENGINE-(12) XPL-2 34-38V, HI CRI-2700K"
MLED-293-H00-30,B,"LIGHT ENGINE-(12) XPL-2 34-38V, HI CRI-3000K"
MLED-293-H00-35,B,"LIGHT ENGINE-(12) XPL-2 34-38V, HI CRI-3500K"
MLED-293-H00-40,B,"LIGHT ENGINE-(12) XPL-2 34-38V, HI CRI-4000K"
MLED-293-H01-50,B,"LIGHT ENGINE-(12) XPL-2 34-38V, 3 STEP HI CRI-5000K"
MLED-293-S00-27,B,"LIGHT ENGINE-(12) XPL-2 34-38V, STD CRI-2700K"
MLED-293-S00-30,B,"LIGHT ENGINE-(12) XPL-2 34-38V, STD CRI-3000K"
MLED-293-S00-35,B,"LIGHT ENGINE-(12) XPL-2 34-38V, STD CRI-3500K"
MLED-293-S00-40,B,"LIGHT ENGINE-(12) XPL-2 34-38V, STD CRI-4000K"
MLED-293-S01-50,B,"LIGHT ENGINE-(12) XPL-2 34-38V, 3 STEP STD CRI-5000K"
MLED-295-H00-2722,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO WGD 90+ CRI - 2700-2200K"
MLED-295-H00-3022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO WGD 90+ CRI - 3000-2200K"
MLED-295-H00-5022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO CSD 90+ CRI - 5000-2200K"
MLED-295-H00-6022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO CSD 90+ CRI - 6000-2200K"
MLED-295-S00-2722,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO WGD 80+ CRI - 2700-2200K"
MLED-295-S00-3022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO WGD 80+ CRI - 3000-2200K"
MLED-295-S00-6022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO CSD 80+ CRI - 6000-2200K"
MLED-302-H00-27,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 90+ CRI- 2700K
MLED-302-H00-30,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 90+ CRI- 3000K
MLED-302-H00-35,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 90+ CRI- 3500K
MLED-302-H00-40,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 90+ CRI- 4000K
MLED-302-S00-27,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 80+ CRI- 2700K
MLED-302-S00-30,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 80+ CRI- 3000K
MLED-302-S00-35,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 80+ CRI- 3500K
MLED-302-S00-40,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 80+ CRI- 4000K
MLED-313-H00-2722,C,LIGHT ENGINE-(12/6) XBH MINI WARM GLOW 18-21V 90+CRI 2722K
MLED-313-H00-3022,C,LIGHT ENGINE-(12/6) XBH MINI WARM GLOW 18-21V 90+CRI- 3022K
MLED-313-S00-2722,C,LIGHT ENGINE-(12/6) XBH MINI WARM GLOW 18-21V 80+CRI 2722K
MLED-313-S00-3022,C,LIGHT ENGINE-(12/6) XBH MINI WARM GLOW 18-21V 80+CRI 3022K
MLED-313-S00-3522,C,LIGHT ENGINE-(12/6) XBH MINI WARM GLOW 18-21V 80+CRI 3522K
MLED-319-H00-27,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 90 + CRI 2700K"
MLED-319-H00-30,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 90 + CRI 3000K"
MLED-319-H00-35,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 90 + CRI 3500K"
MLED-319-H00-40,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 90 + CRI 4000K"
MLED-319-S00-27,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 80 + CRI 2700K"
MLED-319-S00-30,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 80 + CRI 3000K"
MLED-319-S00-35,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 80 + CRI 3500K"
MLED-319-S00-40,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 80 + CRI 4000K"
MLED-319-U00-27,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 95 + CRI 2700K"
MLED-319-U00-30,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 95 + CRI 3000K"
MLED-319-U00-35,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 95 + CRI 3500K"
MLED-319-U00-40,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 95 + CRI 4000K"
MLED-326-H00-27,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A HI CRI 2700K"
MLED-326-H00-30,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A HI CRI 3000K"
MLED-326-H00-35,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A HI CRI 3500K"
MLED-326-H00-40,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A HI CRI 4000K"
MLED-326-S00-27,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A STD CRI 2700K"
MLED-326-S00-30,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A STD CRI 3000K"
MLED-326-S00-35,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A STD CRI 3500K"
MLED-326-S00-40,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A STD CRI 4000K"
MLED-329-H00-5027,A,"LIGHT ENGINE - (12/12) XD16, XQE COLOR SELECT MINI 90+ CRI 5000-2700K"
MLED-329-H00-6022,,"LIGHT ENGINE - (12/12) XD16, XQE COLOR SELECT MINI 90+ CRI - 6000-2200K"
MLED-329-S00-6022,A,"LIGHT ENGINE - (12/12) XD16, XQE COLOR SELECT MINI 80+ CRI - 6000-2200K"
MLED-336-S00-RGB30,C,LIGHT ENGINE-(15) XBD (6) XBH RGBW-RED 625nm/ GRN-530nm/BLU-455nm/3000K-STD CRI
MLED-376-H00-2722,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO WGD 90+ CRI - 2700-2200K"
MLED-376-H00-3022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO WGD 90+ CRI - 3000-2200K"
MLED-376-H00-5022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO CSD 90+ CRI - 5000-2200K"
MLED-376-H00-6022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO CSD 90+ CRI - 6000-2200K"
MLED-376-S00-2722,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO WGD 80+ CRI - 2700-2200K"
MLED-376-S00-3022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO WGD 80+ CRI - 3000-2200K"
MLED-376-S00-6022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO CSD 80+ CRI - 6000-2200K"
USAI-2DL-LED-C27XX-00,,LIGHT ENGINE MODULE REPLACEMENT PINHOLE HI CRI 2700K
USAI-2DL-LED-WD1XX-00,,LIGHT ENGINE MODULE REPLACEMENT PINHOLE WGD HI CRI 3000-2200K
USAI-3CY-LED-C27XX-00,,SAVANT/USAI LIGHT ENGINE MODULE REPLACEMENT MINI BEVELED HI CRI 2700K
USAI-3DL-LED-C27XX-00,,REPLACEMENT MINI SAVANT  LIGHT ENGINE MODULE HI CRI 2700K
USAI-3DL-LED-C30XX-00,,REPLACEMENT MINI SAVANT LIGHT ENGINE MODULE HI CRI 3000K
USAI-4DL-LED-C27XX-00,,LIGHT ENGINE MODULE REPLACEMENT-RECESS 4.5 C27 24W 90CRI 2700K
USAI-4DL-LED-C30XX-00,,LIGHT ENGINE MODULE REPLACEMENT-RECESS 4.5 C30 24W 90CRI 3000K
USAI-4DL-LED-FC1XX-00,,LIGHT ENGINE MODULE REPLACEMENT-RECESS 4.5 FC1 80CRI 3000K
USAI-4DL-LED-TW1XX-00,,LIGHT ENGINE MODULE REPLACEMENT-RECESS 4.5 TW1 16-32W 80CRI 6000-2200K
USAI-4DL-LED-WD132-00,,LIGHT ENGINE MODULE REPLACEMENT-RECESS 4.5 WD1 32W 90CRI 3000-2200K
