Item ID,Rev Level,Item Name
LED-280-H00-2722,B,LIGHT ENGINE - (12/6) XBH MINI WARM GLOW 18-40V 90+CRI-2722K
LED-280-H00-3022,B,LIGHT ENGINE - (12/6) XBH MINI WARM GLOW 18-40V 90+CRI-3022K
LED-281-H00-2722,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH HI CRI- 2700-2200K"
LED-281-H00-3022,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH HI CRI- 3000-2200K"
LED-281-S00-2722,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH STD CRI- 2700-2200K"
LED-281-S00-3022,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH STD CRI- 3000-2200K"
LED-281-S00-3522,B,"LIGHT ENGINE- (9) XQE, 18V SLIVERLED WARM GLOW TECH STD CRI- 3500-2200K"
LED-282-C00-A2,B,LIGHT ENGINE (32) XPE-2 BEVELED 5.0 COLORS-AMBER
LED-284-H00-27,C,LIGHT ENGINE-(2) MHB 2X 9V MICRO 90+ HI CRI-2700K
LED-284-H00-30,C,LIGHT ENGINE-(2) MHB 2X 9V MICRO 90+ HI CRI-3000K
LED-284-H00-35,C,LIGHT ENGINE-(2) MHB 2X 9V MICRO 90+ HI CRI-3500K
LED-284-H00-40,C,LIGHT ENGINE-(2) MHB 2X 9V MICRO 90+ HI CRI-4000K
LED-284-S00-27,C,LIGHT ENGINE-(2) MHB 2X 9V MICRO 80+ CRI-2700K
LED-284-S00-30,C,LIGHT ENGINE-(2) MHB 2X 9V MICRO 80+ CRI-3000K
LED-284-S00-35,C,LIGHT ENGINE-(2) MHB 2X 9V MICRO 80+ CRI-3500K
LED-284-S00-40,C,LIGHT ENGINE-(2) MHB 2X 9V MICRO 80+ CRI-4000K
LED-293-H00-27,B,"LIGHT ENGINE-(12) XPL-2 34-38V, HI CRI-2700K"
LED-293-H00-30,B,"LIGHT ENGINE-(12) XPL-2 34-38V, HI CRI-3000K"
LED-293-H00-35,B,"LIGHT ENGINE-(12) XPL-2 34-38V, HI CRI-3500K"
LED-293-H00-40,B,"LIGHT ENGINE-(12) XPL-2 34-38V, HI CRI-4000K"
LED-293-H01-50,B,"LIGHT ENGINE-(12) XPL-2 34-38V, 3 STEP HI CRI-5000K"
LED-293-S00-27,B,"LIGHT ENGINE-(12) XPL-2 34-38V, STD CRI-2700K"
LED-293-S00-30,B,"LIGHT ENGINE-(12) XPL-2 34-38V, STD CRI-3000K"
LED-293-S00-35,B,"LIGHT ENGINE-(12) XPL-2 34-38V, STD CRI-3500K"
LED-293-S00-40,B,"LIGHT ENGINE-(12) XPL-2 34-38V, STD CRI-4000K"
LED-293-S01-50,B,"LIGHT ENGINE-(12) XPL-2 34-38V, STD CRI-5000K"
LED-295-H00-2722,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO WGD 90+ CRI - 2700-2200K"
LED-295-H00-3022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO WGD 90+ CRI - 3000-2200K"
LED-295-H00-5022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO CSD 90+ CRI - 5000-2200K"
LED-295-H00-6022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO CSD 90+ CRI - 6000-2200K"
LED-295-S00-2722,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO WGD 80+ CRI - 2700-2200K"
LED-295-S00-3022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO WGD 80+ CRI - 3000-2200K"
LED-295-S00-6022,D,"LIGHT ENGINE - (8/8) XD16,XQE MICRO CSD 80+ CRI - 6000-2200K"
LED-302-H00-27,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 90+ CRI- 2700K
LED-302-H00-30,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 90+ CRI- 3000K
LED-302-H00-35,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 90+ CRI- 3500K
LED-302-H00-40,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 90+ CRI- 4000K
LED-302-S00-27,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 80+ CRI- 2700K
LED-302-S00-30,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 80+ CRI- 3000K
LED-302-S00-35,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 80+ CRI- 3500K
LED-302-S00-40,D,LIGHT ENGINE-(2) MHB 2X 9V MICRO OFFSET WW 80+ CRI- 4000K
LED-311-H00-27,A,"LIGHT ENGINE - (7) XPLAWT, 21V, 2 IN DIA 90+CRI-2700K"
LED-311-H00-30,A,"LIGHT ENGINE - (7) XPLAWT, 21V, 2 IN DIA 90+CRI-3000K"
LED-311-H01-27,A,"LIGHT ENGINE - (7) XPLBWT, 21V, 2 IN DIA 90+CRI-2700K"
LED-311-H01-30,A,"LIGHT ENGINE - (7) XPLBWT, 21V, 2 IN DIA 90+CRI-3000K"
LED-311-H01-35,A,"LIGHT ENGINE - (7) XPLBWT, 21V, 2 IN DIA 90+CRI-3500K"
LED-311-H01-40,A,"LIGHT ENGINE - (7) XPLBWT, 21V, 2 IN DIA 90+CRI-4000K"
LED-311-S00-22,A,"LIGHT ENGINE - (7) XPLAWT, 21V, 2 IN DIA 80+CRI-2200K"
LED-311-S00-27,A,"LIGHT ENGINE - (7) XPLAWT, 21V, 2 IN DIA 80+CRI-2700K"
LED-311-S00-30,A,"LIGHT ENGINE - (7) XPLAWT, 21V, 2 IN DIA 80+CRI-3000K"
LED-311-S00-35,A,"LIGHT ENGINE - (7) XPLAWT, 21V, 2 IN DIA 80+CRI-3500K"
LED-311-S00-40,A,"LIGHT ENGINE - (7) XPLAWT, 21V, 2 IN DIA 80+CRI-4000K"
LED-311-S01-27,A,"LIGHT ENGINE - (7) XPLBWT, 21V, 2 IN DIA 80+CRI-2700K"
LED-311-S01-30,A,"LIGHT ENGINE - (7) XPLBWT, 21V, 2 IN DIA 80+CRI-3000K"
LED-311-S01-35,A,"LIGHT ENGINE - (7) XPLBWT, 21V, 2 IN DIA 80+CRI-3500K"
LED-311-S01-40,A,"LIGHT ENGINE - (7) XPLBWT, 21V, 2 IN DIA 80+CRI-4000K"
LED-311-S01-50,A,"LIGHT ENGINE - (7) XPLBWT, 21V, 2 IN DIA 80+CRI-5000K"
LED-313-H00-2722,C,LIGHT ENGINE-(12/6) XBH MINI WARM GLOW 18-21V 90+CRI 2722K
LED-313-H00-3022,C,LIGHT ENGINE-(12/6) XBH MINI WARM GLOW 18-21V 90+CRI- 3022K
LED-313-S00-2722,C,LIGHT ENGINE-(12/6) XBH MINI WARM GLOW 18-21V 80+CRI 2722K
LED-313-S00-3022,C,LIGHT ENGINE-(12/6) XBH MINI WARM GLOW 18-21V 80+CRI- 3022K
LED-313-S00-3522,C,LIGHT ENGINE- (12/6) XBH MINI WARM GLOW 18-21V 80+CRI 3522K
LED-319-H00-27,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 90 + CRI 2700K"
LED-319-H00-30,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 90 + CRI 3000K"
LED-319-H00-35,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 90 + CRI 3500K"
LED-319-H00-40,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 90 + CRI 4000K"
LED-319-S00-27,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 80 + CRI 2700K"
LED-319-S00-30,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 80 + CRI 3000K"
LED-319-S00-35,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 80 + CRI 3500K"
LED-319-S00-40,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 80 + CRI 4000K"
LED-319-U00-27,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 95 + CRI 2700K"
LED-319-U00-30,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 95 + CRI 3000K"
LED-319-U00-35,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 95 + CRI 3500K"
LED-319-U00-40,A,"LIGHT ENGINE- (1) CREE CMA1825 36V BIN: 0A, 2 STEP 95 + CRI 4000K"
LED-326-H00-27,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A HI CRI 2700K"
LED-326-H00-30,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A HI CRI 3000K"
LED-326-H00-35,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A HI CRI 3500K"
LED-326-H00-40,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A HI CRI 4000K"
LED-326-S00-27,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A STD CRI 2700K"
LED-326-S00-30,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A STD CRI 3000K"
LED-326-S00-35,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A STD CRI 3500K"
LED-326-S00-40,A,"LIGHT ENGINE-(7) CREE XPGD, 19-23V, 9-24W,.35-1.05A STD CRI 4000K"
LED-329-H00-5027,A,"LIGHT ENGINE - (12/12) XD16, XQE COLOR SELECT MINI 90+ CRI 5000-2700K"
LED-329-H00-6022,A,"LIGHT ENGINE - (12/12) XD16, XQE COLOR SELECT MINI 90+ CRI - 6000-2200K"
LED-329-S00-6022,A,"LIGHT ENGINE - (12/12) XD16, XQE COLOR SELECT MINI 80+ CRI - 6000-2200K"
LED-336-S00-RGB30,C,LIGHT ENGINE-(15) XBD (6) XBH RGBW-RED 625nm/ GRN-530nm/BLU-455nm/3000K-STD CRI
LED-376-H00-2722,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO WGD 90+ CRI - 2700-2200K"
LED-376-H00-3022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO WGD 90+ CRI - 3000-2200K"
LED-376-H00-5022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO CSD 90+ CRI - 5000-2200K"
LED-376-H00-6022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO CSD 90+ CRI - 6000-2200K"
LED-376-S00-2722,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO WGD 80+ CRI - 2700-2200K"
LED-376-S00-3022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO WGD 80+ CRI - 3000-2200K"
LED-376-S00-6022,A,"LIGHT ENGINE- (8/8) XD16,XQE MICRO CSD 80+ CRI - 6000-2200K"
LEDS-119,A,NICHIA LIGHT ENGINE ASSY LEDIL OPTICS
MLED-182-S00-30S-MOD-XML2-T4C1,A,LIGHT ENGINE- (7) XML-2 SINGLE BIN: T4 7C1-3000K
MLED-198-S50-3022,F,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 700mA 24W STD CRI-3000-2200K
MLED-198-S70-2722,F,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 700mA 32W STD CRI-2700-2200K
MLED-198-S70-3022,F,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 700mA 32W STD CRI-3000-2200K
MLED-203-27,B,LIGHT ENGINE-NANO (1) MTG-2 STD CRI-2700K
MLED-203-27-HI,B,LIGHT ENGINE-NANO (1) MTG-2 HI CRI-2700K
MLED-203-30,B,LIGHT ENGINE-NANO (1) MTG-2 STD CRI-3000K
MLED-203-30-HI,B,LIGHT ENGINE-NANO (1) MTG-2 HI CRI-3000K
MLED-203-35,B,LIGHT ENGINE-NANO (1) MTG-2 STD CRI-3500K
MLED-203-40,B,LIGHT ENGINE-NANO (1) MTG-2 STD CRI-4000K
MLED-204-H00-2722,C,"LIGHT ENGINE-(3)  XTE (10) XBD MINI/NANO WARM GLOW TECH, HI CRI-2700-2200K"
MLED-204-H00-3022,C,"LIGHT ENGINE-(3)  XTE (10) XBD MINI/NANO WARM GLOW TECH, HI CRI-3000-2200K"
MLED-204-S00-2722,C,"LIGHT ENGINE-(3)  XTE (10) XBD MINI/NANO WARM GLOW TECH, STD CRI-2700-2200K"
MLED-204-S00-3022,C,"LIGHT ENGINE-(3)  XTE (10) XBD MINI/NANO WARM GLOW TECH, STD CRI-3000-2200K"
MLED-204-S00-3522,C,"LIGHT ENGINE-(3)  XTE (10) XBD MINI/NANO WARM GLOW TECH, STD CRI-3500-2200K"
MLED-206-S70-3522,B,LIGHT ENGINE-(16) XTE COLOR CURVE DIM TECH 700mA 32W STD CRI-3500-2200K
MLED-207-H35-2722,A,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 10DEG 350mA 16W HI CRI-2700-2200K
MLED-207-H35-3022,A,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 10DEG 350mA 16W HI CRI-3000-2200K
MLED-207-H70-2722,A,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 10DEG 700mA 32W HI CRI-2700-2200K
MLED-207-S35-2722,A,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 10DEG 350mA 16W STD CRI-2700-2200K
MLED-207-S35-3022,A,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 10DEG 350mA 16W STD CRI-3000-2200K
MLED-207-S70-2722,A,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 10 DEG 700mA 32W STD CRI-2700-2200K
MLED-207-S70-3022,A,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 10 DEG 700mA 32W STD CRI-3000-2200K
MLED-207-S70-3522,A,LIGHT ENGINE-(16) XTE WARM GLO DIM TECH 10 DEG 700mA 32W STD CRI-3500-2200K
MLED-208-S35-3522,A,LIGHT ENGINE-(16) XTE COLOR CURVE TECH 10DEG 350mA 16W STD CRI-3500-2200K
MLED-208-S35-4022,A,LIGHT ENGINE-(16) XTE COLOR CURVE TECH 10DEG 350mA 16W STD CRI-4000-2200K
MLED-208-S70-3522,A,LIGHT ENGINE-(16) XTE COLOR CURVE TECH 10DEG 700mA 32W STD CRI-3500-2200K
MLED-208-S70-4022,A,LIGHT ENGINE-(16) XTE COLOR CURVE TECH 10DEG 700mA 32W STD CRI-4000-2200K
MLED-212-S00-3522,A,LIGHT ENGINE-(24) XTE COLOR TUNE STD CRI-3500-2200K
MLED-212-S00-6022,E,LIGHT ENGINE-(24) XTE COLOR SELECT STD CRI-6000-2200K
MLED-212-S00-6027,A,LIGHT ENGINE-(24) XTE COLOR TUNE STD CRI-6000-2700K
MLED-213-H00-27,B,LIGHT ENGINE (1) MTG-2 BEVEL BASIC-2700K HI CRI
MLED-213-H00-30,B,LIGHT ENGINE (1) MTG-2 BEVEL BASIC-3000K HI CRI
MLED-213-S00-27,B,LIGHT ENGINE (1) MTG-2 BEVEL BASIC-2700K
MLED-213-S00-30,B,LIGHT ENGINE (1) MTG-2 BEVEL BASIC-3000K
MLED-213-S00-35,B,LIGHT ENGINE (1) MTG-2 BEVEL BASIC-3500K
MLED-213-S00-40,B,LIGHT ENGINE (1) MTG-2 BEVEL BASIC-4000K
MLED-218-H00-27,C,LIGHT ENGINE-(18) CREE XML-2 .50- 1.4A 90+ CRI -2700K
MLED-218-H00-30,C,LIGHT ENGINE-(18) CREE XML-2 .50- 1.4A 90+ CRI -3000K
MLED-218-S00-27,C,LIGHT ENGINE-(18) CREE XML-2 .50- 1.4A 80+ CRI -2700K
MLED-218-S00-30,C,LIGHT ENGINE-(18) CREE XML-2 .50- 1.4A 80+ CRI -3000K
MLED-218-S00-35,C,LIGHT ENGINE-(18) CREE XML-2 .50- 1.4A 80+ CRI -3500K
MLED-218-S00-40,C,LIGHT ENGINE-(18) CREE XML-2 .50- .1.4A 80+ CRI -4000K
MLED-218-S00-50,C,LIGHT ENGINE - (18) CREE XML-2 .5-1.4A 75 CRI -5000K
MLED-219-S00-6022,B,LIGHT ENGINE-(10/10) XBD/XBH COLOR SELECT MINI STD CRI-6000-2200K
MLED-219-S00-6027,B,LIGHT ENGINE-(20) XBD COLOR SELECT MINI STD CRI-6000-2700K
MLED-229-S00-3522,A,"LIGHT ENGINE -(3)  XTE (10) XBD MINI/NANO COLOR CURVE THECH, STD CRI-3500-2200K"
MLED-229-S00-4022,A,"LIGHT ENGINE -(3)  XTE (10) XBD MINI/NANO COLOR CURVE TECH, STD CRI-4000-2200K"
MLED-230-H01-27,B,"LIGHT ENGINE - (7) CREE XML-2, 12-16W, .50-.70A HI CRI 2700K"
MLED-230-H01-30,B,"LIGHT ENGINE - (7) CREE XML-2, 12-16W, .50-.70A HI CRI 3000K"
MLED-230-H02-27,B,"LIGHT ENGINE - (7) CREE XML-2, 24-33W, 1.0-1.4A HI CRI 2700K"
MLED-230-H02-30,B,"LIGHT ENGINE - (7) CREE XML-2, 24-33W, 1.0-1.4A HI CRI 3000K"
MLED-230-S01-27,B,"LIGHT ENGINE - (7) CREE XML-2, 12-16W, .50-.70A STD CRI 2700K"
MLED-230-S01-30,B,"LIGHT ENGINE - (7) CREE XML-2, 12-16W, .50-.70A STD CRI 3000K"
MLED-230-S01-35,B,"LIGHT ENGINE - (7) CREE XML-2, 12-16W, .50-.70A STD CRI 3500K"
MLED-230-S01-40,B,"LIGHT ENGINE - (7) CREE XML-2, 12-16W, .50-.70A STD CRI 4000K"
MLED-230-S02-27,B,"LIGHT ENGINE - (7) CREE XML-2, 24-33W, 1.0-1.4A STD CRI 2700K"
MLED-230-S02-30,B,"LIGHT ENGINE - (7) CREE XML-2, 24-33W, 1.0-1.4A STD CRI 3000K"
MLED-230-S02-35,B,"LIGHT ENGINE - (7) CREE XML-2, 24-33W, 1.0-1.4A STD CRI 3500K"
MLED-230-S02-40,B,"LIGHT ENGINE - (7) CREE XML-2, 24-33W, 1.0-1.4A STD CRI 4000K"
MLED-231-H01-27,A,"LIGHT ENGINE-(7) CREE XML-2  10DEG WIDE ARRAY 12- 16W, .50-.70A HI CRI 2700K"
MLED-231-H01-30,A,"LIGHT ENGINE-(7) CREE XML-2  10DEG WIDE ARRAY 12- 16W, .50-.70A HI CRI 3000K"
MLED-231-H02-27,A,"LIGHT ENGINE-(7) CREE XML-2, 10DEG WIDE ARRAY 24- 33W, 1.0-1.4A HI CRI 2700K"
MLED-231-H02-30,A,"LIGHT ENGINE-(7) CREE XML-2, 10DEG WIDE ARRAY 24- 33W, 1.0-1.4A HI CRI 3000K"
MLED-231-S01-27,A,"LIGHT ENGINE-(7) CREE XML-2  10DEG WIDE ARRAY 12- 16W, .50-.70A STD CRI 2700K"
MLED-231-S01-30,A,"LIGHT ENGINE-(7) CREE XML-2  10DEG WIDE ARRAY 12- 16W, .50-.70A STD CRI 3000K"
MLED-231-S01-35,A,"LIGHT ENGINE-(7) CREE XML-2  10DEG WIDE ARRAY 12- 16W, .50-.70A STD CRI 3500K"
MLED-231-S01-40,A,"LIGHT ENGINE-(7) CREE XML-2  10DEG WIDE ARRAY 12- 16W, .50-.70A STD CRI 4000K"
MLED-231-S02-27,A,"LIGHT ENGINE-(7) CREE XML-2, 10DEG WIDE ARRAY 24- 33W, 1.0-1.4A STD CRI 2700K"
MLED-231-S02-30,A,"LIGHT ENGINE-(7) CREE XML-2, 10DEG WIDE ARRAY 24- 33W, 1.0-1.4A STD CRI 3000K"
MLED-231-S02-35,A,"LIGHT ENGINE-(7) CREE XML-2, 10DEG WIDE ARRAY 24- 33W, 1.0-1.4A STD CRI 3500K"
MLED-231-S02-40,A,"LIGHT ENGINE-(7) CREE XML-2, 10DEG WIDE ARRAY 24- 33W, 1.0-1.4A STD CRI 4000K"
MLED-232-S00-6022,B,"LIGHT ENGINE-(18/18) XPG-2/XPL 2X2 COLOR SELECT HO, STD CRI 6000-2200K"
MLED-234-S00-2722,A,"LIGHT ENGINE-(12/16) XPL WARM GLOW DIMMING HO 2X28V 40-80W, .70-1.3A STD DRI 2700-2200K"
MLED-234-S00-3022,A,"LIGHT ENGINE-(12/16) XPL WARM GLOW DIMMING HO 2X28V 40-80W, .70-1.3A STD DRI 3000-2200K"
MLED-236-H00-27,D,LIGHT ENGINE - (18) CREE XML-2 WIDE ARRAY 2X28V .70-1.3A 80+ HI CRI -2700K
MLED-236-H00-30,D,LIGHT ENGINE - (18) CREE XML-2 WIDE ARRAY 2X28V .70-1.3A 80+ HI CRI -3000K
MLED-236-S00-27,D,LIGHT ENGINE - (18) CREE XML-2 WIDE ARRAY 2X28V .70-1.3A 80+ CRI -2700K
MLED-236-S00-30,D,LIGHT ENGINE - (18) CREE XML-2 WIDE ARRAY 2X28V .70-1.3A 80+ CRI -3000K
MLED-236-S00-35,D,LIGHT ENGINE - (18) CREE XML-2 WIDE ARRAY 2X28V .70-1.3A 80+ CRI -3500K
MLED-236-S00-40,D,LIGHT ENGINE - (18) CREE XML-2 WIDE ARRAY .70-1.3A 80+ CRI -4000K
MLED-236-S00-50,D,LIGHT ENGINE - (18) CREE XML-2 WIDE ARRAY 2X28V .70-1.3A 80+ CRI -5000K
MLED-238-C00-A1,A,LIGHT ENGINE -(10) LUMILED LXM REBEL 36V BEVELED 2.0 COLORS AMBER
MLED-239-H00-27,B,"LIGHT ENGINE-(7) CREE XPL WIDE ARRAY, 19-23V, 8-33V, .35-1.4A HI CRI 2700K"
MLED-239-H00-30,B,"LIGHT ENGINE-(7) CREE XPL WIDE ARRAY, 19-23V, 8-33V, .35-1.4A HI CRI 3000K"
MLED-239-H01-27,B,"LIGHT ENGINE-(7) CREE XPLB 19-23V, 8-33V, .35-1.4A HI CRI 2700K"
MLED-239-H01-30,B,"LIGHT ENGINE-(7) CREE XPLB 19-23V, 8-33V, .35-1.4A HI CRI 3000K"
MLED-239-H01-35,B,"LIGHT ENGINE-(7) CREE XPLB 19-23V, 8-33V, .35-1.4A HI CRI 3500K"
MLED-239-S00-22,B,"LIGHT ENGINE-(7) CREE XPL WIDE ARRAY, 19-23V, 8-33V, .35-1.4A STD CRI 2200K"
MLED-239-S00-27,B,"LIGHT ENGINE-(7) CREE XPL WIDE ARRAY, 19-23V, 8-33V, .35-1.4A STD CRI 2700K"
MLED-239-S00-30,B,"LIGHT ENGINE-(7) CREE XPL WIDE ARRAY, 19-23V, 8-33V, .35-1.4A STD CRI 3000K"
MLED-239-S00-35,B,"LIGHT ENGINE-(7) CREE XPL WIDE ARRAY, 19-23V, 8-33V, .35-1.4A STD CRI 3500K"
MLED-239-S00-40,B,"LIGHT ENGINE-(7) CREE XPL WIDE ARRAY, 19-23V, 8-33V, .35-1.4A STD CRI 4000K"
MLED-239-S01-27,B,"LIGHT ENGINE-(7) CREE XPLB 19-23V, 8-33V, .35-1.4A STD CRI 2700K"
MLED-239-S01-30,B,"LIGHT ENGINE-(7) CREE XPLB 19-23V, 8-33V, .35-1.4A STD CRI 3000K"
MLED-239-S01-35,B,"LIGHT ENGINE-(7) CREE XPLB 19-23V, 8-33V, .35-1.4A STD CRI 3500K"
MLED-239-S01-40,B,"LIGHT ENGINE-(7) CREE XPLB 19-23V, 8-33V, .35-1.4A STD CRI 4000K"
MLED-240-H00-27,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A HI CRI 2700K"
MLED-240-H00-30,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A HI CRI 3000K"
MLED-240-H01-27,E,"LIGHT ENGINE-(7) CREE XPLB, 19-23V, 8-33W, .35-1.4A HI CRI 2700K"
MLED-240-H01-30,E,"LIGHT ENGINE-(7) CREE XPLB, 19-23V, 8-33W, .35-1.4A HI CRI 3000K"
MLED-240-H01-35,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A HI CRI 3500K"
MLED-240-H01-40,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A HI CRI 4000K"
MLED-240-S00-22,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A STD CRI 2200K"
MLED-240-S00-27,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A STD CRI 2700K"
MLED-240-S00-30,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A STD CRI 3000K"
MLED-240-S00-35,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A STD CRI 3500K"
MLED-240-S00-40,E,"LIGHT ENGINE-(7) CREE XPL, 19-23V, 8-33W, .35-1.4A STD CRI 4000K"
MLED-240-S01-27,E,"LIGHT ENGINE-(7) CREE XPLB, 19-23V, 8-33W, .35-1.4A STD CRI 2700K"
MLED-240-S01-30,E,"LIGHT ENGINE-(7) CREE XPLB, 19-23V, 8-33W, .35-1.4A STD CRI 3000K"
MLED-240-S01-35,E,"LIGHT ENGINE-(7) CREE XPLB, 19-23V, 8-33W, .35-1.4A STD CRI 3500K"
MLED-240-S01-40,E,"LIGHT ENGINE-(7) CREE XPLB, 19-23V, 8-33W, .35-1.4A STD CRI 4000K"
MLED-240-S01-50,E,"LIGHT ENGINE-(7) CREE XPL-2, 19-23V, 8-33W, .35-1.4A STD CRI 5000K"
MLED-243-S00-RGB30,A,LIGHT ENGINE-(27) XBD (9) XBH RGBW-RED 625m/ GRN-530nm/BLU-455nm/3000K-STD CRI
MLED-245-S00-RGB30,D,LIGHT ENGINE-(15) XBD (6) XBH RGBW-RED 625nm/ GRN-530nm/BLU-455nm/3000K-STD CRI
MLED-250-C00-A1,C,"LIGHT ENGINE - (2X8) XPE-2 BEVELED 2.0 COLORS, 20V 590-595nm-AMBER"
MLED-250-C00-G1,B,"LIGHT ENGINE - (2X8) XPE-2 BEVELED 2.0 COLORS, 30V 525-535nm-GREEN"
MLED-255-H00-30,A,LIGHT ENGINE-(1) LUMILEDS 1203 HI CRI 3000K
MLED-265-S00-6022,A,"LIGHT ENGINE-(12) XPG-2, (12) XPL COLOR SELECT STD CRI 6000-2200K"
MLED-267-S00-6022,A,LIGHT ENGINE-(10/10) XBD/XBH COLOR SELECT MINI STD CRI-6000-2200K
MLED-273-S00-RGB30,B,LIGHT ENGINE-(27) XBD (9) XBH RGBW-RED 625nm/GRN-530nm/BLU-455nm/3000K-STD CRI
MLED-274-H00-27,E,"LIGHT ENGINE (1) CXB-1310, 36V 93+CRI 2700K"
MLED-274-H00-30,E,"LIGHT ENGINE (1) CXB-1310, 36V 93+CRI 3000K"
MLED-274-H00-35,E,"LIGHT ENGINE (1) CXB-1310, 36V 93+CRI 3500K"
MLED-274-S00-27,E,"LIGHT ENGINE (1) CXB-1310, 36V 80+CRI 2700K"
MLED-274-S00-30,E,"LIGHT ENGINE (1) CXB-1310, 36V 80+CRI 3000K"
MLED-274-S00-35,E,"LIGHT ENGINE (1) CXB-1310, 36V 80+CRI 3500K"
MLED-274-S00-40,E,"LIGHT ENGINE (1) CXB-1310, 36V 80+CRI 4000K"
MLED-275-H35-2722,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V, 350mA,16W HI CRI-2700-2200K"
MLED-275-H35-3022,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V, 350mA,16W HI CRI-3000-2200K"
MLED-275-H70-2722,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V, 700mA,32W HI CRI-2700-2200K"
MLED-275-H70-3022,H,"LIGHT ENGINE-(16)  XTE WARM GLOW TECH 40V, 700mA,32W HI CRI-3000-2200K"
